,BusinessName,Address,City,State,ZIP,location,coordinates,longitude,lattitude
147,Simply Radiant Med Spa,5568 S Fort Apache Rd,Las Vegas,Nv,89148,5568 S Fort Apache Rd Las Vegas NV 89148,"[-115.29511, 36.087805]",-115.29511,36.087805
148,Five Years Younger,2610 W Horizon Ridge Pkwy,Henderson,Nv,89109,2610 W Horizon Ridge Pkwy Henderson NV 89109,"[-115.102411, 36.002865]",-115.102411,36.002865
149,Paris Laser & Cosmetic Tattoo,5135 S Durango Dr suite 101,Las Vegas,Nv,89113,5135 S Durango Dr suite 101 Las Vegas NV 89113,"[-115.279745, 36.095575]",-115.279745,36.095575
150,Ageless by Reva,5052 S Jones Blvd Suite 145,Las Vegas,Nv,89148,5052 S Jones Blvd Suite 145 Las Vegas NV 89148,"[-115.22444, 36.09683]",-115.22444,36.09683
151,Dolce Skin and Laser,2330 Paseo Del Prado c305,Las Vegas,Nv,89102,2330 Paseo Del Prado c305 Las Vegas NV 89102,"[-115.17909, 36.14673]",-115.17909,36.14673
152,Sahara Medical Institute,5781 W Sahara Ave #500,Las Vegas,Nv,89146,5781 W Sahara Ave #500 Las Vegas NV 89146,"[-115.2204, 36.14355]",-115.2204,36.14355
153,Eye Candy Aesthetics,6345 S Rainbow Blvd #104,Las Vegas,Nv,89146,6345 S Rainbow Blvd #104 Las Vegas NV 89118,"[-115.24372, 36.07311]",-115.24372,36.07311
154,Summerville Medical & Wellness Center,2701 N Tenaya Way #240,Las Vegas,Nv,89128,2701 N Tenaya Way #240 Las Vegas NV 89128,"[-115.2502, 36.209765]",-115.2502,36.209765
155,I.V Vitamin Therapy Clinic,3790 Paradise Rd #140,Las Vegas,Nv,89169,3790 Paradise Rd #140 Las Vegas NV 89169,"[-115.15445, 36.120505]",-115.15445,36.120505
156,Zen Skin Skin Care MedSpa,5435 S Fort Apache Rd #102,Las Vegas,Nv,89148,5435 S Fort Apache Rd #102 Las Vegas NV 89148,"[-115.297895, 36.09034]",-115.297895,36.09034
157,Modern Wellness Clinic,5375 S Fort Apache Rd Suite 102 & 103,Las Vegas,Nv,89146,5375 S Fort Apache Rd Suite 102 & 103 Las Vegas NV 89146,"[-115.29753, 36.09208]",-115.29753,36.09208
158,Radiance Medspa of Las Vegas,St Rose Pkwy,Las Vegas,Nv,89128,St Rose Pkwy Las Vegas NV 89128,"[-115.252463, 36.205867]",-115.252463,36.205867
159,"Look Younger MD - Henderson, NV",2610 W Horizon Ridge Pkwy Suite 205,Henderson,Nv,89052,2610 W Horizon Ridge Pkwy Suite 205 Henderson NV 89052,"[-115.102411, 36.002865]",-115.102411,36.002865
160,Laser & Skin Care Center Of Nevada,8954 Spanish Ridge Ave #101,Las Vegas,Nv,89148,8954 Spanish Ridge Ave #101 Las Vegas NV 89148,"[-115.287785, 36.090955]",-115.287785,36.090955
161,"Strimling Dermatology, Laser & Vein Institute",10105 Banburry Cross Dr #350,Las Vegas,Nv,89144,10105 Banburry Cross Dr #350 Las Vegas NV 89144,"[-115.31766, 36.18447]",-115.31766,36.18447
162,Kyou Beauty Salon,4009 Spring Mountain Rd,Las Vegas,Nv,89102,4009 Spring Mountain Rd Las Vegas NV 89102,"[-115.19415, 36.12633]",-115.19415,36.12633
163,Ivy Laser Salon,6125 S Fort Apache Rd #204,Las Vegas,Nv,89148,6125 S Fort Apache Rd #204 Las Vegas NV 89148,"[-115.29768, 36.07997]",-115.29768,36.07997
164,Luxe MD Aesthetics - Medical Spa Las Vegas,6787 W Tropicana Ave Ste 110,Las Vegas,Nv,89103,6787 W Tropicana Ave Ste 110 Las Vegas NV 89103,"[-115.23989, 36.09849]",-115.23989,36.09849
165,Tru Beauty by Trevor,3860 S Hualapai Way,Las Vegas,Nv,89147,3860 S Hualapai Way Las Vegas NV 89147,"[-115.31436, 36.120195]",-115.31436,36.120195
166,Sikara Medspa,1955 Festival Plaza Dr Suite 180,Las Vegas,Nv,89135,1955 Festival Plaza Dr Suite 180 Las Vegas NV 89135,"[-115.33432, 36.15019]",-115.33432,36.15019
167,Pearl Skin Studio,9580 W Sahara Ave #109,Las Vegas,Nv,89117,9580 W Sahara Ave #109 Las Vegas NV 89117,"[-115.30384, 36.14481]",-115.30384,36.14481
168,Las Vegas Optimal Health Center,2480 Professional Ct #110,Las Vegas,Nv,89128,2480 Professional Ct #110 Las Vegas NV 89128,"[-115.25455, 36.20521]",-115.25455,36.20521
169,LIV WELLNESS,3192 Bel Air Dr,Las Vegas,Nv,89102,3192 Bel Air Dr Las Vegas NV 89102,"[-115.14379, 36.13217]",-115.14379,36.13217
170,Always Beautifull,2560 Belcastro St,Las Vegas,Nv,89117,2560 Belcastro St Las Vegas NV 89117,"[-115.24932, 36.1431]",-115.24932,36.1431
171,Nvd Body Spa,6670 S Tenaya Way bld. 140 suite 9,Las Vegas,Nv,89113,6670 S Tenaya Way bld. 140 suite 9 Las Vegas NV 89113,"[-115.25159, 36.06705]",-115.25159,36.06705
172,New U Natural Beauty,4860 W Desert Inn Rd,Las Vegas,Nv,89102,4860 W Desert Inn Rd Las Vegas NV 89102,"[-115.20671, 36.13009]",-115.20671,36.13009
173,Regenerate Medical Concierge,2280 Paseo Verde Pkwy #100,Henderson,Nv,89052,2280 Paseo Verde Pkwy #100 Henderson NV 89052,"[-115.087031, 36.0199]",-115.087031,36.0199
174,Simply Skin Las Vegas,6920 S Cimarron Rd Suite 200,Las Vegas,Nv,89113,6920 S Cimarron Rd Suite 200 Las Vegas NV 89113,"[-115.26892, 36.06204]",-115.26892,36.06204
175,Valhalla Wellness and Medical Centers,2851 N Tenaya Way Suite 103,Las Vegas,Nv,89128,2851 N Tenaya Way Suite 103 Las Vegas NV 89128,"[-115.25001, 36.21251]",-115.25001,36.21251
176,"Premier Ob/Gyn and Med Spa: Hayat Jawadi, DO, FACOG",3041 W Horizon Ridge Pkwy Suite 165,Henderson,Nv,89052,3041 W Horizon Ridge Pkwy Suite 165 Henderson NV 89052,"[-115.121487, 35.997581]",-115.121487,35.997581
177,Skin Fuzion,11201 S Eastern Ave #120,Henderson,Nv,89052,11201 S Eastern Ave #120 Henderson NV 89052,"[-115.10166, 35.98859]",-115.10166,35.98859
178,SurgiSpa,2370 W Horizon Ridge Pkwy #130,Henderson,Nv,89052,2370 W Horizon Ridge Pkwy #130 Henderson NV 89052,"[-115.0909, 36.00619]",-115.0909,36.00619
179,Four Seasons Dental Spa,8855 W Flamingo Rd #101,Las Vegas,Nv,89147,8855 W Flamingo Rd #101 Las Vegas NV 89147,"[-115.28506, 36.1144]",-115.28506,36.1144
180,Squad Beauty Professionals,2901 El Camino Ave #102,Las Vegas,Nv,89102,2901 El Camino Ave #102 Las Vegas NV 89102,"[-115.18128, 36.14607]",-115.18128,36.14607
181,Zen Body & Skin,2490 Paseo Verde Pkwy #100,Henderson,Nv,89120,2490 Paseo Verde Pkwy #100 Henderson NV 89120,"[-115.096431, 36.020195]",-115.096431,36.020195
182,Evocative Med Spa,4375 S Buffalo Dr # 101A,Las Vegas,Nv,89147,4375 S Buffalo Dr # 101A Las Vegas NV 89147,"[-115.261855, 36.109455]",-115.261855,36.109455
183,Aesthetic Revolution Las Vegas - Dr. Zimmerman,9130 W Post Rd Suite 100,Las Vegas,Nv,89148,9130 W Post Rd Suite 100 Las Vegas NV 89148,"[-115.29117, 36.07552]",-115.29117,36.07552
184,Original You,7375 Prairie Falcon Rd Suite 150,Las Vegas,Nv,89128,7375 Prairie Falcon Rd Suite 150 Las Vegas NV 89128,"[-115.255159, 36.206455]",-115.255159,36.206455
185,A Touch of Las Vegas Med Spa & Thai Massage,4305 Dean Martin Dr #160,Las Vegas,Nv,89103,4305 Dean Martin Dr #160 Las Vegas NV 89103,"[-115.181737, 36.111183]",-115.181737,36.111183
186,Green Valley Aesthetics Laser and Skin Care Center,43 S Stephanie St Ste 150,Henderson,Nv,89012,43 S Stephanie St Ste 150 Henderson NV 89012,"[-115.049339, 36.027466]",-115.049339,36.027466
187,Vanity Body Boutique,9330 W Sahara Ave Suite 140,Las Vegas,Nv,89117,9330 W Sahara Ave Suite 140 Las Vegas NV 89117,"[-115.299115, 36.145675]",-115.299115,36.145675
188,Radiant Beauty Skin Care Med Spa,2080 E Flamingo Rd Suite 113,Las Vegas,Nv,89119,2080 E Flamingo Rd Suite 113 Las Vegas NV 89119,"[-115.12454, 36.11565]",-115.12454,36.11565
189,Hangover IV Hydration,5552 S Fort Apache Rd #120,Las Vegas,Nv,89148,5552 S Fort Apache Rd #120 Las Vegas NV 89148,"[-115.296945, 36.087765]",-115.296945,36.087765
190,SKIN Las Vegas Med Spa,4270 S Decatur Blvd Suite B11,Las Vegas,Nv,89103,4270 S Decatur Blvd Suite B11 Las Vegas NV 89103,"[-115.20711, 36.11229]",-115.20711,36.11229
191,Lduna Aesthetics and Wellness Center,10521 Jeffreys St Meeting Room,Henderson,Nv,89052,10521 Jeffreys St Meeting Room Henderson NV 89052,"[-115.119867, 36.00061]",-115.119867,36.00061
192,Luxury Thai Spa Massage,2555 Montessouri St Suite #B,Las Vegas,Nv,89117,2555 Montessouri St Suite #B Las Vegas NV 89117,"[-115.24801, 36.14309]",-115.24801,36.14309
193,Sonic Body Works,6539 S Las Vegas Blvd Suite 110,Las Vegas,Nv,89119,6539 S Las Vegas Blvd Suite 110 Las Vegas NV 89119,"[-115.17249, 36.07006]",-115.17249,36.07006
194,Acne Clinic Las Vegas by Justina,3220 S Durango Dr Ste B3,Las Vegas,Nv,89117,3220 S Durango Dr Ste B3 Las Vegas NV 89117,"[-115.278455, 36.13082]",-115.278455,36.13082
195,Skinbar,10870 S Eastern Ave # 100,Henderson,Nv,89052,10870 S Eastern Ave # 100 Henderson NV 89052,"[-115.099967, 35.995695]",-115.099967,35.995695
196,Vivida Dermatology,6460 Medical Center St suite 200 & 350,Las Vegas,Nv,89148,6460 Medical Center St suite 200 & 350 Las Vegas NV 89148,"[-115.290695, 36.07117]",-115.290695,36.07117
197,The Real Deal MedSpa Las Vegas,4220 S Grand Canyon Dr Suite 7,Las Vegas,Nv,89147,4220 S Grand Canyon Dr Suite 7 Las Vegas NV 89147,"[-115.30608, 36.1127]",-115.30608,36.1127
198,SAFI MIRAN Las Vegas Laser & Rejuvenation Center,1801 S Rainbow Blvd,Las Vegas,Nv,89146,1801 S Rainbow Blvd Las Vegas NV 89146,"[-115.24397, 36.15129]",-115.24397,36.15129
199,MyShape MedSpa and Aesthetics,8930 W Sunset Rd Suite 370,Las Vegas,Nv,89148,8930 W Sunset Rd Suite 370 Las Vegas NV 89148,"[-115.28662, 36.07192]",-115.28662,36.07192
200,L.A. Laser Hair Removal LV,621 S Tonopah Dr,Las Vegas,Nv,89106,621 S Tonopah Dr Las Vegas NV 89106,"[-115.16958, 36.163555]",-115.16958,36.163555
201,"Heather L. Rohrer, PA-C",1151 S Buffalo Dr #130,Las Vegas,Nv,89117,1151 S Buffalo Dr #130 Las Vegas NV 89117,"[-115.26292, 36.15803]",-115.26292,36.15803
202,BosBeauty,7997 W Sahara Ave,Las Vegas,Nv,89147,7997 W Sahara Ave Las Vegas NV 89147,"[-115.26498, 36.14369]",-115.26498,36.14369
203,LV Skin and Laser,Odette Ln,Las Vegas,Nv,89117,Odette Ln Las Vegas NV 89117,"[-115.2889, 36.15399]",-115.2889,36.15399
204,Esthetician Salon,Parking lot,Las Vegas,Nv,89121,Parking lot Las Vegas NV 89121,"[-115.085083, 36.133927]",-115.085083,36.133927
205,Beverly Hills Plastic Surgeons,4284 Spring Mountain Rd Suite 201,Las Vegas,Nv,89102,4284 Spring Mountain Rd Suite 201 Las Vegas NV 89102,"[-115.197881, 36.128015]",-115.197881,36.128015
206,A Harmony Nail Spa,953 East Sahara Avenue e11a Building E-Center Of Plaza,Las Vegas,Nv,89104,953 East Sahara Avenue e11a Building E-Center Of Plaza Las Vegas NV 89104,"[-115.14435, 36.14301]",-115.14435,36.14301
207,Scinature Aesthetics,5595 Spring Mountain Rd Ste B,Las Vegas,Nv,89146,5595 Spring Mountain Rd Ste B Las Vegas NV 89146,"[-115.21825, 36.12567]",-115.21825,36.12567
208,SkinRN,6787 W Tropicana Ave Suite 102,Las Vegas,Nv,89117,6787 W Tropicana Ave Suite 102 Las Vegas NV 89117,"[-115.24005, 36.09973]",-115.24005,36.09973
209,Eye Candy Medspa,6970 W Patrick Ln Suite 140,Las Vegas,Nv,89113,6970 W Patrick Ln Suite 140 Las Vegas NV 89113,"[-115.24434, 36.07927]",-115.24434,36.07927
210,Skinetic Aesthetics,7975 W Sahara Ave Suite 103,Las Vegas,Nv,89146,7975 W Sahara Ave Suite 103 Las Vegas NV 89146,"[-115.26448, 36.14367]",-115.26448,36.14367
211,Medicreations LLC,6370 Annie Oakley Dr,Las Vegas,Nv,89120,6370 Annie Oakley Dr Las Vegas NV 89120,"[-115.08656, 36.07349]",-115.08656,36.07349
212,Glimpse Medical - Jill Oliver M.D.,5990 S Rainbow Blvd,Las Vegas,Nv,89120,5990 S Rainbow Blvd Las Vegas NV 89118,"[-115.24227, 36.07997]",-115.24227,36.07997
213,The Mirage Spa & Salon,3400 Las Vegas Blvd S The Mirage,Las Vegas,Nv,89109,3400 Las Vegas Blvd S The Mirage Las Vegas NV 89109,"[-115.17541, 36.12198]",-115.17541,36.12198
214,Brian J. Parker M.D.,10080 Alta Dr Suite 120,Las Vegas,Nv,89109,10080 Alta Dr Suite 120 Las Vegas NV 89145,"[-115.314435, 36.16875]",-115.314435,36.16875
215,BeautyGoalsLV,8961 W Sahara Ave STE 106,Las Vegas,Nv,89109,8961 W Sahara Ave STE 106 Las Vegas NV 89145,"[-115.29193, 36.14414]",-115.29193,36.14414
216,Charnel Spa,8751 W Charleston Blvd Ste 120 AB4,Las Vegas,Nv,89106,8751 W Charleston Blvd Ste 120 AB4 Las Vegas NV 89106,"[-115.28365, 36.15885]",-115.28365,36.15885
217,Moderna Laser & Med Spa,7036 S Durango Dr # 200,Las Vegas,Nv,89113,7036 S Durango Dr # 200 Las Vegas NV 89113,"[-115.27915, 36.0599]",-115.27915,36.0599
218,Elysian Skin & Beauty,8440 W Lake Mead Blvd St 110,Las Vegas,Nv,89128,8440 W Lake Mead Blvd St 110 Las Vegas NV 89128,"[-115.27908, 36.20022]",-115.27908,36.20022
219,The Brow Boutique,241 W Charleston Blvd #171,Las Vegas,Nv,89102,241 W Charleston Blvd #171 Las Vegas NV 89102,"[-115.157705, 36.158325]",-115.157705,36.158325
220,Healing Waters,820 S Rancho Ln Ste 70,Las Vegas,Nv,89106,820 S Rancho Ln Ste 70 Las Vegas NV 89106,"[-115.17188, 36.16064]",-115.17188,36.16064
221,Z Skin Care,7455 W Washington Ave Suite 400,Las Vegas,Nv,89128,7455 W Washington Ave Suite 400 Las Vegas NV 89128,"[-115.25562, 36.17917]",-115.25562,36.17917
222,DERMA ELITE 101,9620 S Las Vegas Blvd Ste. E-3,Las Vegas,Nv,89148,9620 S Las Vegas Blvd Ste. E-3 Las Vegas NV 89148,"[-115.17154, 36.01476]",-115.17154,36.01476
223,AJT Cosmetic,2870 S Jones Blvd,Las Vegas,Nv,89146,2870 S Jones Blvd Las Vegas NV 89146,"[-115.22465, 36.13705]",-115.22465,36.13705
224,Spa Mandalay,3950 S Las Vegas Blvd,Las Vegas,Nv,89119,3950 S Las Vegas Blvd Las Vegas NV 89119,"[-115.1767, 36.09032]",-115.1767,36.09032
225,CeR Aesthetics,8751 W Charleston Blvd Suite 130,Las Vegas,Nv,89117,8751 W Charleston Blvd Suite 130 Las Vegas NV 89117,"[-115.28584, 36.15805]",-115.28584,36.15805
226,Rayos Permanent Makeup,1098 E Sahara Ave,Las Vegas,Nv,89104,1098 E Sahara Ave Las Vegas NV 89104,"[-115.13957, 36.14431]",-115.13957,36.14431
227,Humble Bee Sugaring Studio (Lake Mead & Jones),6121 W Lake Mead Blvd,Las Vegas,Nv,89108,6121 W Lake Mead Blvd Las Vegas NV 89108,"[-115.22455, 36.19447]",-115.22455,36.19447
228,Bella Sorella Body image,6600 W Charleston Blvd suite 110,Las Vegas,Nv,89146,6600 W Charleston Blvd suite 110 Las Vegas NV 89146,"[-115.24103, 36.15968]",-115.24103,36.15968
229,Euro-Pacific LLC,4650 S Arville St Ste. A,Las Vegas,Nv,89103,4650 S Arville St Ste. A Las Vegas NV 89103,"[-115.19914, 36.10513]",-115.19914,36.10513
230,Nuve Clinics,1610 E Lake Mead Blvd,North Las Vegas,Nv,89030,1610 E Lake Mead Blvd North Las Vegas NV 89030,"[-115.12243, 36.19623]",-115.12243,36.19623
231,Cosmetic Surgery of Las Vegas: Dr. Samir Pancholi,6910 S Cimarron Rd Suite 150,Las Vegas,Nv,89113,6910 S Cimarron Rd Suite 150 Las Vegas NV 89113,"[-115.269535, 36.06258]",-115.269535,36.06258
232,Total Image Salon,5860 W Craig Rd,Las Vegas,Nv,89130,5860 W Craig Rd Las Vegas NV 89130,"[-115.22428, 36.23938]",-115.22428,36.23938
233,Custom Tan and Spa,7135 W Ann Rd,Las Vegas,Nv,89130,7135 W Ann Rd Las Vegas NV 89130,"[-115.2498, 36.26302]",-115.2498,36.26302
234,Endless Glow,5785 Centennial Center Blvd #160,Las Vegas,Nv,89149,5785 Centennial Center Blvd #160 Las Vegas NV 89149,"[-115.25887, 36.26408]",-115.25887,36.26408
235,Just A Gentle Touch Medical Cosmetic Center,2225 E Flamingo Rd #204,Las Vegas,Nv,89119,2225 E Flamingo Rd #204 Las Vegas NV 89119,"[-115.12245, 36.11407]",-115.12245,36.11407
236,Sinfully Beautiful,4450 N Tenaya Way Suite: 245,Las Vegas,Nv,89117,4450 N Tenaya Way Suite: 245 Las Vegas NV 89117,"[-115.25023, 36.24162]",-115.25023,36.24162
237,SkinStation Aesthetics Spa,8550 W Charleston Blvd Suite 108,Las Vegas,Nv,89117,8550 W Charleston Blvd Suite 108 Las Vegas NV 89117,"[-115.279, 36.16]",-115.279,36.16
238,The Layer Lounge,1104 S 3rd St,Las Vegas,Nv,89104,1104 S 3rd St Las Vegas NV 89104,"[-115.15114, 36.15803]",-115.15114,36.15803
239,Beauganix Medspa LV,6363 1180 North Town Center Drive Suite 100,Las Vegas,Nv,89144,6363 1180 North Town Center Drive Suite 100 Las Vegas NV 89144,"[-115.31053, 36.182085]",-115.31053,36.182085
240,Eminent Aesthetics,430 S Rampart Blvd #150,Las Vegas,Nv,89144,430 S Rampart Blvd #150 Las Vegas NV 89145,"[-115.28726, 36.16757]",-115.28726,36.16757
241,Hauto Beauty,4590 W Sahara Ave #102,Las Vegas,Nv,89102,4590 W Sahara Ave #102 Las Vegas NV 89102,"[-115.20417, 36.144955]",-115.20417,36.144955
242,"Rejuvenate Me, LLC",2620 Regatta Dr Suite 144,Las Vegas,Nv,89128,2620 Regatta Dr Suite 144 Las Vegas NV 89128,"[-115.26881, 36.20743]",-115.26881,36.20743
243,Belia Med Spa,5165 S Fort Apache Rd Suite 180,Las Vegas,Nv,89148,5165 S Fort Apache Rd Suite 180 Las Vegas NV 89148,"[-115.29721, 36.09486]",-115.29721,36.09486
244,Qua Baths And Spa,3570 S Las Vegas Blvd,Las Vegas,Nv,89109,3570 S Las Vegas Blvd Las Vegas NV 89109,"[-115.1763, 36.11706]",-115.1763,36.11706
245,Lapis & Oak Spa and Salt Lounge,615 S Green Valley Pkwy #120,Henderson,Nv,89052,615 S Green Valley Pkwy #120 Henderson NV 89052,"[-115.084715, 36.0052]",-115.084715,36.0052
246,Jai Salon & MedSpa,911 N Buffalo Dr Ste 109,Las Vegas,Nv,89128,911 N Buffalo Dr Ste 109 Las Vegas NV 89128,"[-115.26137, 36.18192]",-115.26137,36.18192
247,Perspectives Plastic Surgery - Dr. Rachel Mason,5864 S Durango Dr #105,Las Vegas,Nv,89113,5864 S Durango Dr #105 Las Vegas NV 89113,"[-115.27888, 36.0821]",-115.27888,36.0821
248,Svetlanas Medspa,4270 S Decatur Blvd,Las Vegas,Nv,89103,4270 S Decatur Blvd Las Vegas NV 89103,"[-115.20711, 36.11229]",-115.20711,36.11229
249,Nursie Cosmetics & Aesthetics Wellness Spa,8360 W Sahara Ave Suite 220,Las Vegas,Nv,89103,8360 W Sahara Ave Suite 220 Las Vegas NV 89145,"[-115.2741, 36.14408]",-115.2741,36.14408
250,Halo Haus of Beauty,2701 N Tenaya Way Unit 110,Las Vegas,Nv,89128,2701 N Tenaya Way Unit 110 Las Vegas NV 89128,"[-115.2502, 36.209765]",-115.2502,36.209765
251,Tri-Star Primary Care,8778 S Maryland Pkwy Ste 110,Las Vegas,Nv,89052,8778 S Maryland Pkwy Ste 110 Las Vegas NV 89052,"[-115.13606, 36.03019]",-115.13606,36.03019
252,Kamay Medical Spa/salon,3399 S Eastern Ave,Las Vegas,Nv,89169,3399 S Eastern Ave Las Vegas Nv 89169,"[-115.119015, 36.12791]",-115.119015,36.12791
253,TRUE at Wolfson Medical Center,6803 W Tropicana Ave,Las Vegas,Nv,89103,6803 W Tropicana Ave Las Vegas NV 89103,"[-115.24049, 36.09973]",-115.24049,36.09973
254,Couture Medical,2615 Box Canyon Dr,Las Vegas,Nv,89128,2615 Box Canyon Dr Las Vegas NV 89128,"[-115.24858, 36.207]",-115.24858,36.207
255,Creative Spa Designs,4145 S Grand Canyon Dr Ste 105,Las Vegas,Nv,89147,4145 S Grand Canyon Dr Ste 105 Las Vegas NV 89147,"[-115.307625, 36.11457]",-115.307625,36.11457
256,Body Spa West,8751 W Charleston Blvd,Las Vegas,Nv,89117,8751 W Charleston Blvd Las Vegas NV 89117,"[-115.28584, 36.15805]",-115.28584,36.15805
257,Lovely Beauty,2055 E Windmill Ln Ste 115,Las Vegas,Nv,89123,2055 E Windmill Ln Ste 115 Las Vegas NV 89123,"[-115.12275, 36.0418]",-115.12275,36.0418
258,Lv Perfection Med Spa,1215 S Fort Apache Rd Ste 230,Las Vegas,Nv,89117,1215 S Fort Apache Rd Ste 230 Las Vegas NV 89117,"[-115.2926, 36.15704]",-115.2926,36.15704
259,G Aveda Salon & Spa,1825 Festival Plaza Dr,Las Vegas,Nv,89135,1825 Festival Plaza Dr Las Vegas NV 89135,"[-115.3343, 36.15128]",-115.3343,36.15128
260,Angie's Aesthetics,4570 S Eastern Ave Ste 25,Las Vegas,Nv,89119,4570 S Eastern Ave Ste 25 Las Vegas NV 89119,"[-115.11916, 36.10602]",-115.11916,36.10602
261,Detox Salon LLC,8605 S Eastern Ave Ste B,Las Vegas,Nv,89123,8605 S Eastern Ave Ste B Las Vegas NV 89123,"[-115.11883, 36.03303]",-115.11883,36.03303
262,Breathe,3377 Las Vegas Blvd S,Las Vegas,Nv,89109,3377 Las Vegas Blvd S Las Vegas NV 89109,"[-115.169265, 36.12221]",-115.169265,36.12221
263,Brazilian Blowouts by Katie,9975 S Eastern Ave,Las Vegas,Nv,89183,9975 S Eastern Ave Las Vegas NV 89183,"[-115.11551, 36.00732]",-115.11551,36.00732
264,See My Baby Ultrasound,2810 W Charleston Blvd Suite E45,Las Vegas,Nv,89102,2810 W Charleston Blvd Suite E45 Las Vegas NV 89102,"[-115.179537, 36.15992]",-115.179537,36.15992
265,Lok Acupuncture Clinic,1818 E Desert Inn Rd,Las Vegas,Nv,89169,1818 E Desert Inn Rd Las Vegas NV 89169,"[-115.12667, 36.13022]",-115.12667,36.13022
266,SKIN Las Vegas Med Spa,4270 South Decatur Blvd,Suite B11,Nv,89103,4270 South Decatur Blvd Suite B11 NV 89103,"[-115.20711, 36.11229]",-115.20711,36.11229
267,LUX Dermatology,653 N Town Center Dr Ste 512,Las Vegas,Nv,89144,653 N Town Center Dr Ste 512 Las Vegas NV 89144,"[-115.31622, 36.18043]",-115.31622,36.18043
268,The Lanfranchi Center for Facial Plastic Surgery & Rejuvenation,8985 S Eastern Ave Ste 120,Las Vegas,Nv,89123,8985 S Eastern Ave Ste 120 Las Vegas NV 89123,"[-115.12104, 36.02662]",-115.12104,36.02662
269,Downtown Summerlin,W Sahara Ave 215,Las Vegas,Nv,89135,W Sahara Ave 215 Las Vegas NV 89135,"[-115.158992, 36.143784]",-115.158992,36.143784
270,Belle Ange Salon & Spa,8630 S Eastern Ave,Las Vegas,Nv,89123,8630 S Eastern Ave Las Vegas Nv 89123,"[-115.11828, 36.03219]",-115.11828,36.03219
271,Sculpt SPA,10140 W Tropicana Ave,Las Vegas,Nv,89147,10140 W Tropicana Ave Las Vegas NV 89147,"[-115.3137, 36.10028]",-115.3137,36.10028
272,OB Skin Care,7581 W Lake Mead Blvd Ste 130,Las Vegas,Nv,89128,7581 W Lake Mead Blvd Ste 130 Las Vegas NV 89128,"[-115.25735, 36.19602]",-115.25735,36.19602
273,Privy Skin Care,7455 W Azure Dr Ste 115,Las Vegas,Nv,89130,7455 W Azure Dr Ste 115 Las Vegas NV 89130,"[-115.258025, 36.27417]",-115.258025,36.27417
274,Barsan Bright Skin Care,4960 S Fort Apache Rd Unit 460A,Las Vegas,Nv,89148,4960 S Fort Apache Rd Unit 460A Las Vegas NV 89148,"[-115.2972, 36.09851]",-115.2972,36.09851
275,Revampstudio Organic Hair Spa/ Blowout Bar,7225 S Durango Dr Ste 100,Las Vegas,Nv,89113,7225 S Durango Dr Ste 100 Las Vegas NV 89113,"[-115.280125, 36.05674]",-115.280125,36.05674
276,Las Vegas Plastic Surgery: Jeffrey J. Roth M.D. F.A.C.S.,6140 S Fort Apache Rd Ste 100,Las Vegas,Nv,89148,6140 S Fort Apache Rd Ste 100 Las Vegas NV 89148,"[-115.297, 36.07684]",-115.297,36.07684
277,Cosmetique Aesthetics,7710 W Sahara Ave,Las Vegas,Nv,89117,7710 W Sahara Ave Las Vegas NV 89117,"[-115.25934, 36.14473]",-115.25934,36.14473
278,"Dr. Michael S. Mall, MD",7455 W Washington Ave,Las Vegas,Nv,89128,7455 W Washington Ave Las Vegas NV 89128,"[-115.25562, 36.17917]",-115.25562,36.17917
279,Gianna Christine Salon + Spa,2265 Village Walk Dr,Henderson,Nv,89052,2265 Village Walk Dr Henderson NV 89052,"[-115.087545, 36.020995]",-115.087545,36.020995
280,GlowNV Aesthetics,6590 S Rainbow Blvd.,Las Vegas,Nv,89052,6590 S Rainbow Blvd. Las Vegas NV 89118,"[-115.241491, 36.068295]",-115.241491,36.068295
281,My U Me Aesthetics,2110 E Flamingo Rd Unit 203,Las Vegas,Nv,89119,2110 E Flamingo Rd Unit 203 Las Vegas NV 89119,"[-115.12317, 36.115655]",-115.12317,36.115655
282,L.A. Laser Hair Removal LV,621 S Tonopah Dr,Las Vegas,Nv,89106,621 S Tonopah Dr Las Vegas NV 89106,"[-115.16958, 36.163555]",-115.16958,36.163555
283,Kyou Beauty Spa,4009 Spring Mountain Rd,Las Vegas,Nv,89102,4009 Spring Mountain Rd Las Vegas NV 89102,"[-115.19415, 36.12633]",-115.19415,36.12633
284,Zerona Las Vegas,6804 W Cheyenne Ave,Las Vegas,Nv,89108,6804 W Cheyenne Ave Las Vegas NV 89108,"[-115.24456, 36.2183]",-115.24456,36.2183
285,Body By,3753 Howard Hughes Pkwy,Las Vegas,Nv,89169,3753 Howard Hughes Pkwy Las Vegas NV 89169,"[-115.1579, 36.12044]",-115.1579,36.12044
286,Therma-Slim,4815 W Russell Rd,Las Vegas,Nv,89169,4815 W Russell Rd Las Vegas NV 89118,"[-115.20655, 36.08582]",-115.20655,36.08582
287,Carolina Skin Care,3779 E Desert Inn Rd,Las Vegas,Nv,89121,3779 E Desert Inn Rd Las Vegas NV 89121,"[-115.09283, 36.12969]",-115.09283,36.12969
288,Moderation of the Mind Counseling Services,6869 W Charleston Blvd,Las Vegas,Nv,89117,6869 W Charleston Blvd Las Vegas NV 89117,"[-115.24468, 36.15896]",-115.24468,36.15896
